Slope_Angle,Elevation,Soil_Type,Rainfall_72h,Soil_Saturation,Landslide_Risk
48.7,1268.0,1,228.8,26.9,91.0
11.7,1790.7,3,134.3,59.8,21.1
15.6,1732.0,2,245.1,29.9,49.4
15.5,1959.3,1,233.7,90.6,76.1
11.9,1220.5,2,178.1,85.9,54.5
0.6,2129.1,1,246.7,44.7,46.8
36.6,2191.6,2,161.3,85.6,80.6
48.4,265.2,2,40.6,60.3,56.0
11.6,1870.5,2,63.7,28.5,9.0
33.3,1104.6,2,86.1,67.2,56.0
37.2,858.8,3,22.1,72.8,34.7
42.5,1352.6,3,249.0,22.1,51.2
21.4,132.6,2,128.6,41.7,37.4
15.5,1119.1,2,32.7,15.5,10.9
16.6,1917.3,2,287.0,41.9,50.3
35.8,477.5,3,239.3,43.5,50.7
40.9,943.8,1,158.3,68.6,90.9
9.5,2067.5,1,86.6,31.9,20.5
18.9,948.6,1,53.1,17.6,20.0
45.1,794.8,2,160.4,41.8,70.6
40.4,974.8,1,309.8,85.2,99.5
49.3,1147.6,2,65.9,48.9,52.2
37.8,1394.1,2,199.0,50.3,81.5
20.0,1763.5,2,336.6,54.9,58.7
29.7,1000.1,2,223.0,78.9,79.5
33.2,1800.3,1,154.0,55.8,71.9
4.4,1178.8,3,250.7,22.8,22.8
27.5,751.3,3,288.6,32.5,39.2
35.6,1450.9,2,206.7,31.0,71.7
8.8,1581.8,3,305.1,58.2,32.5
39.1,1232.1,1,180.1,17.5,82.2
29.4,134.0,2,290.5,39.1,64.5
47.6,382.0,1,333.2,66.6,99.5
2.6,634.8,2,175.4,45.1,37.2
13.6,629.0,1,211.8,75.2,69.2
30.3,1484.8,2,213.3,48.3,69.0
15.2,50.2,1,273.5,98.2,76.6
35.9,1664.9,2,288.0,97.1,94.3
38.1,591.1,1,9.5,83.0,67.2
5.6,688.9,3,256.7,96.1,37.3
25.9,1166.1,2,274.3,32.4,57.5
25.7,482.9,1,245.2,78.8,87.5
18.8,1947.0,1,249.8,42.3,61.1
46.7,197.0,2,14.5,76.7,55.5
41.5,983.2,1,154.7,46.8,83.2
35.0,1870.2,2,286.4,39.6,76.6
35.9,1358.7,2,326.9,96.5,92.4
23.4,650.2,1,80.3,32.8,30.9
46.1,931.5,1,202.7,79.5,99.5
34.9,1557.7,2,281.5,72.3,86.5
36.6,2141.4,1,263.3,40.8,88.1
43.2,1966.0,1,216.6,54.0,99.5
14.1,759.9,1,6.5,27.2,8.2
40.5,2196.1,1,253.4,93.3,99.5
10.2,17.7,1,270.6,97.3,69.3
17.6,70.5,3,253.0,77.3,39.7
17.1,1814.2,2,268.0,87.2,66.5
48.9,446.8,2,150.8,22.0,64.3
42.9,143.1,1,347.8,47.6,97.9
35.2,529.4,1,269.8,43.1,83.7
36.5,943.2,2,202.5,63.0,81.2
28.3,1609.9,2,327.0,30.6,61.9
47.4,1377.3,1,317.9,62.9,99.5
25.1,530.4,2,285.1,70.6,70.3
19.3,1112.2,2,197.3,26.3,46.8
8.6,2038.4,2,184.5,26.2,35.2
39.4,1794.9,1,115.0,18.0,65.4
36.9,717.8,2,87.8,79.7,65.7
19.5,2161.2,2,179.3,43.1,46.9
1.7,1561.9,3,202.2,34.2,22.9
42.0,146.8,2,85.6,81.1,69.5
1.1,87.0,1,322.9,27.2,1.8
35.3,378.8,2,195.0,51.3,77.1
48.5,1604.0,2,184.3,78.3,89.2
22.2,412.4,2,152.5,63.8,50.7
12.1,1130.2,2,20.3,62.1,18.5
35.4,214.2,3,308.8,28.4,47.6
40.9,2026.7,1,110.9,30.4,70.9
27.5,763.3,1,224.9,64.5,80.6
48.4,1998.8,2,212.6,17.0,79.1
3.1,2079.3,1,204.6,88.9,61.6
25.5,23.4,1,184.0,44.8,63.4
36.1,1026.5,2,63.5,50.4,48.6
43.2,64.0,2,98.2,37.0,55.9
9.4,2000.0,1,183.5,89.5,61.7
40.1,1145.3,2,276.3,69.6,92.0
27.9,174.1,1,151.2,53.2,62.7
20.1,251.5,1,71.4,64.8,37.1
7.0,849.9,1,30.8,47.3,10.7
43.3,2069.1,1,232.1,54.6,98.5
8.3,1527.5,2,148.2,45.4,29.6
15.8,1910.1,3,43.9,49.9,10.0
14.9,812.5,2,236.1,41.8,46.8
43.6,104.6,1,72.7,21.6,57.7
33.8,2143.8,2,178.2,18.2,62.1
39.9,47.6,1,107.2,29.8,66.4
12.9,2085.4,1,326.1,36.4,49.1
31.4,817.4,2,79.9,90.7,58.5
28.8,32.1,2,147.0,67.0,58.6
41.7,1519.3,1,335.8,96.5,99.5
45.4,2157.4,1,111.6,43.9,72.6
1.1,2124.7,3,225.6,49.1,26.0
33.9,362.5,2,110.9,76.2,63.8
3.1,406.9,3,38.7,64.1,11.6
27.7,1248.5,3,219.6,59.9,47.6
14.7,1405.7,2,320.6,63.9,56.6
15.7,1629.3,1,158.4,64.7,51.9
18.0,406.5,2,219.2,80.1,66.5
31.3,2110.2,1,213.1,71.8,91.9
17.0,1408.8,1,145.3,96.4,63.3
36.8,1865.0,2,215.2,95.6,94.7
20.5,1192.7,2,90.8,50.9,33.7
3.9,917.3,1,132.3,18.0,23.2
39.3,2150.0,2,154.8,15.9,68.9
14.6,1284.8,2,302.4,25.5,45.1
21.9,1908.5,1,121.9,21.4,36.9
34.4,2097.7,1,222.3,46.7,86.9
17.0,1489.0,1,74.7,19.5,23.4
3.3,1212.2,1,88.4,68.1,30.1
19.0,17.7,2,227.0,31.2,48.7
47.3,97.6,2,266.8,58.7,86.0
32.3,449.9,2,161.7,23.8,57.3
33.7,417.4,1,117.3,85.4,79.0
31.8,567.9,1,318.6,81.3,94.6
10.4,677.8,1,47.5,47.9,14.1
21.2,798.5,1,252.2,92.4,83.4
37.7,931.0,1,241.6,30.8,88.9
5.5,226.5,2,241.6,84.2,55.4
14.3,102.8,1,327.4,61.4,62.1
14.2,1485.9,2,254.9,43.0,48.0
21.9,1186.8,2,105.5,22.2,28.9
49.0,982.7,2,123.7,29.6,63.7
3.8,1399.4,1,136.9,88.3,48.4
26.2,1822.6,3,10.8,66.6,20.3
9.4,946.6,3,319.7,35.2,24.7
48.5,1414.1,1,25.7,57.1,57.5
6.1,2098.3,2,244.9,24.2,39.3
20.5,1848.8,2,255.6,23.4,50.4
37.0,942.9,2,295.3,92.2,94.9
35.4,1421.9,1,193.7,53.9,83.7
21.4,397.8,2,253.8,45.7,57.8
17.7,1237.5,2,106.0,95.7,46.9
20.2,2159.1,2,261.0,48.9,56.4
13.6,1145.1,3,120.2,43.6,18.2
10.7,2041.5,2,316.0,38.2,44.0
24.4,902.1,1,57.2,63.0,41.1
13.8,2197.5,2,110.5,62.5,33.9
14.7,1278.5,2,174.6,16.4,35.0
33.0,102.6,1,271.5,70.6,94.9
48.4,1295.0,1,262.1,82.0,99.5
30.4,611.3,3,73.8,67.4,33.2
4.3,81.1,2,50.5,88.9,2.0
4.2,1807.7,1,106.4,38.5,19.1
47.6,613.8,1,169.3,31.3,79.9
15.2,1754.4,2,188.7,74.3,56.8
5.1,641.2,2,150.2,31.0,20.7
30.2,435.6,1,232.1,22.7,75.4
31.4,2142.9,2,149.6,23.2,52.7
32.6,802.0,1,331.2,80.3,97.4
13.7,1327.0,1,91.3,17.4,21.4
1.2,1345.9,2,219.6,39.6,39.6
48.3,1237.4,1,214.0,26.0,92.5
12.9,2013.2,3,98.6,79.2,22.0
34.0,1487.0,1,144.1,57.8,73.6
35.5,894.2,2,127.9,32.5,55.1
30.7,1898.6,1,60.4,78.8,56.6
16.0,406.5,1,167.1,78.8,61.1
13.9,1201.9,2,135.3,59.5,37.3
30.1,2091.7,2,62.4,38.4,34.1
43.4,1379.6,2,157.5,64.8,76.8
47.4,1799.2,2,147.6,94.4,84.5
5.7,1441.3,2,46.0,19.4,4.9
8.2,1848.2,2,45.9,37.7,6.9
47.3,2078.4,2,226.6,39.2,83.6
37.0,607.7,2,247.3,68.7,86.9
44.2,381.6,2,329.4,70.3,91.5
10.5,1069.9,3,30.5,32.5,4.5
29.6,1547.1,1,41.3,33.4,32.7
35.2,507.5,2,18.1,93.9,53.6
34.2,19.0,1,186.3,79.3,91.7
20.7,761.0,1,218.0,94.4,78.6
1.3,2131.8,2,141.2,85.5,41.6
29.4,1532.0,2,279.3,49.2,70.3
13.0,888.9,2,240.3,25.4,45.1
22.8,431.7,2,345.0,68.5,69.9
47.9,789.8,1,48.3,44.9,60.3
20.3,381.9,2,20.4,51.2,19.7
42.1,242.8,3,96.2,51.2,41.6
9.8,1995.8,1,6.7,94.6,26.2
33.8,2194.9,1,326.4,20.9,80.2
48.9,369.4,2,106.4,31.4,56.3
5.5,129.4,2,193.4,66.7,44.6
0.9,732.1,2,111.3,90.1,36.9
22.0,1021.0,2,86.0,93.0,49.7
5.1,458.6,2,53.3,62.5,16.8
37.5,670.1,1,112.1,17.9,61.7
45.8,449.9,2,215.4,45.8,82.4
22.0,1705.6,1,340.1,93.1,85.8
13.3,1570.5,1,195.3,57.5,56.5
22.0,1400.5,2,186.4,76.8,64.7
36.3,858.0,2,12.3,37.9,36.8
0.9,2000.8,2,294.0,17.1,38.7
29.7,2133.3,2,15.7,64.2,38.1
30.9,390.3,1,317.2,86.0,95.1
32.1,498.4,1,188.5,99.2,94.7
12.5,1161.1,1,59.0,87.0,36.8
35.8,209.8,3,158.1,62.1,47.0
5.0,965.8,3,348.2,66.7,32.1
10.4,1284.1,3,106.8,85.1,28.0
43.9,1153.3,1,94.3,16.7,66.3
37.1,734.7,2,41.3,95.9,61.0
1.2,1198.0,2,209.0,60.2,45.6
12.8,2109.8,2,31.2,95.9,28.7
11.1,461.2,2,268.1,80.0,58.3
13.9,1444.1,2,321.7,27.9,46.5
12.8,105.0,1,326.2,29.0,48.1
3.6,155.5,1,37.8,45.1,7.4
23.2,1218.5,1,195.4,37.4,60.9
36.8,239.8,1,34.0,52.3,54.1
30.5,58.9,1,200.2,66.3,82.4
33.8,385.6,1,285.2,52.1,86.6
4.5,1247.0,1,188.2,19.8,34.5
47.6,1550.3,2,305.2,97.9,98.7
42.0,453.4,3,280.6,51.1,53.9
40.4,1473.5,2,96.8,87.3,75.4
41.2,409.6,1,220.5,21.3,92.3
46.7,1353.5,1,2.6,83.9,68.5
27.4,912.2,1,138.6,29.7,51.7
10.4,1441.8,3,83.3,72.7,20.1
31.0,2189.2,2,328.0,71.3,77.8
37.3,2063.8,1,141.9,92.3,89.3
37.0,19.4,2,228.9,42.3,79.0
26.3,1949.1,1,256.2,24.3,67.8
3.9,155.6,3,270.6,88.5,35.8
18.9,2097.2,1,257.5,43.2,61.8
46.1,627.2,1,101.2,34.8,62.0
29.4,846.7,2,240.1,56.3,70.3
27.1,210.7,3,192.2,27.4,32.6
13.8,255.9,3,209.1,40.2,29.7
18.7,1601.6,2,0.3,47.7,18.9
44.8,2078.1,1,90.4,38.6,63.2
33.5,1347.5,2,325.7,53.3,75.3
39.5,1577.7,3,101.5,47.7,41.9
23.0,1678.7,2,153.3,80.8,59.6
31.7,585.6,2,65.3,93.1,60.5
12.8,109.1,2,48.5,23.6,10.6
35.4,14.1,2,73.0,85.0,62.4
21.7,777.9,2,193.8,94.2,71.0
22.4,538.8,2,321.7,73.4,68.1
32.6,146.5,3,114.2,99.7,44.2
46.8,403.2,2,113.2,43.5,58.2
3.7,282.7,2,197.4,85.6,55.2
41.3,2013.6,1,124.9,72.3,86.4
15.0,317.2,1,318.6,42.5,55.5
22.5,1187.5,3,132.2,74.9,34.8
1.6,1308.9,1,171.7,58.3,41.0
15.4,1200.2,2,186.7,31.1,39.2
25.4,226.9,2,273.7,29.8,59.1
3.3,708.2,2,197.4,75.6,49.0
24.8,122.3,3,83.7,75.5,30.1
46.4,876.5,2,43.4,60.1,55.5
5.7,423.0,3,328.2,57.6,31.1
38.3,1240.0,1,280.5,30.3,87.0
20.8,1527.3,2,8.0,51.5,22.2
32.9,1175.3,2,287.5,89.1,87.9
13.4,961.0,1,206.7,87.7,70.7
8.4,858.3,2,181.6,71.2,44.9
8.4,1853.3,2,4.3,99.8,21.4
4.0,490.4,2,273.3,90.9,58.3
9.7,1617.9,1,69.3,27.3,14.1
33.4,1668.9,2,254.8,48.9,76.1
44.1,928.0,1,5.6,26.2,48.9
40.8,661.1,2,278.7,54.6,86.2
34.4,1040.5,2,8.1,81.0,50.5
6.0,214.1,2,82.6,28.2,11.6
14.8,110.6,2,93.9,89.8,40.6
15.8,254.4,1,55.1,63.4,29.5
12.9,419.8,1,168.4,78.7,55.0
26.0,1114.1,1,99.3,18.8,37.4
27.0,1869.6,2,347.7,23.0,62.2
18.2,526.1,2,203.0,67.8,58.3
18.0,2058.0,1,198.3,86.2,74.3
41.5,2101.2,1,77.3,89.3,81.1
39.6,2110.0,2,143.0,73.5,80.0
15.7,1844.3,2,43.4,32.1,13.1
45.7,806.8,1,266.9,31.6,91.7
47.7,169.2,1,115.9,89.9,91.6
16.7,1255.7,1,263.2,24.6,52.1
18.0,1233.5,1,130.1,73.3,52.5
25.5,1871.4,1,346.1,60.3,80.0
47.1,2191.2,1,59.9,50.8,63.2
43.9,1122.9,2,0.5,52.4,48.6
5.6,766.0,2,208.2,95.3,56.2
19.9,417.1,1,333.5,88.2,82.9
27.9,20.5,2,226.5,88.5,83.0
25.4,1125.0,2,30.0,49.6,26.9
10.1,1226.6,3,189.2,24.1,23.6
43.0,1816.6,1,318.3,99.8,99.5
34.0,1115.0,2,2.3,27.4,33.2
42.0,2017.1,2,58.4,58.8,56.1
43.0,1385.5,1,285.1,37.5,94.8
37.5,1850.3,3,312.9,58.4,55.8
22.2,334.8,2,247.5,40.9,58.1
30.7,1883.2,2,347.0,91.2,84.0
8.4,1488.6,1,31.6,97.3,26.0
33.8,382.8,1,191.0,49.9,84.2
9.4,425.6,2,239.7,21.0,42.3
34.9,2039.0,1,245.9,71.4,96.7
11.9,80.6,2,277.7,47.0,48.3
6.3,1023.0,1,321.2,98.8,66.6
8.7,696.5,2,126.6,22.6,18.9
0.6,1466.5,2,15.0,25.1,0.5
36.1,1848.8,1,126.9,74.5,80.0
36.8,799.2,2,235.1,79.5,93.3
26.0,944.9,2,74.7,55.0,40.1
8.5,2160.4,1,283.5,38.6,49.2
4.6,1726.8,1,76.9,41.3,15.2
1.4,1974.9,1,3.5,43.7,4.1
8.7,970.9,1,177.8,34.1,38.6
44.6,522.6,3,254.3,87.3,61.3
12.5,912.0,2,122.4,20.5,25.3
18.0,1578.2,1,262.1,49.6,60.9
5.7,249.7,1,153.4,78.5,45.7
11.5,602.3,1,60.1,15.3,13.9
26.2,112.1,2,31.7,89.6,44.8
30.6,956.8,1,248.7,75.0,91.2
12.6,1822.1,2,135.0,21.2,27.5
3.4,64.0,1,319.5,91.1,6.2
19.9,1489.0,2,189.1,56.4,52.9
12.1,2052.2,1,122.0,70.4,41.9
11.4,528.9,2,122.1,90.0,45.9
48.0,1529.1,2,46.0,89.9,66.0
31.0,2145.5,2,207.8,49.7,69.6
28.1,2117.4,2,203.8,35.2,59.8
21.1,524.5,2,280.0,36.9,53.1
21.7,229.7,2,70.4,80.1,41.8
27.3,334.7,2,101.8,94.0,59.6
35.0,1547.5,3,34.0,21.1,23.4
35.3,1599.4,2,103.4,16.3,48.1
9.0,1486.6,3,149.8,84.9,31.9
25.3,746.0,1,337.4,47.9,72.3
20.9,381.8,2,228.6,38.5,51.2
43.6,1281.9,3,274.0,31.0,54.8
31.8,1069.3,1,113.9,44.5,58.7
26.9,1606.1,3,50.6,97.6,33.3
6.2,976.6,1,89.9,98.1,39.8
30.5,751.6,3,89.8,43.2,31.7
6.3,652.7,2,204.1,96.9,54.6
17.2,473.1,1,119.5,40.5,33.5
7.6,592.0,3,300.1,87.6,37.2
34.8,217.7,1,346.0,33.0,81.7
10.7,769.6,1,120.2,85.3,46.2
19.9,90.1,1,246.8,45.1,62.4
44.8,418.2,2,230.1,31.6,78.2
10.6,1645.4,3,68.1,94.5,19.4
25.6,722.8,1,321.3,33.2,66.9
21.3,1473.4,2,69.8,99.3,45.2
1.4,1580.0,1,257.9,24.2,42.8
39.7,1282.8,2,121.7,15.9,61.2
3.9,2109.5,1,128.5,89.0,43.4
24.0,57.0,1,159.4,64.9,58.9
28.3,1627.6,1,302.6,50.8,77.9
31.6,2109.7,2,49.1,22.0,33.1
34.6,1898.4,3,19.1,63.9,27.5
13.0,377.7,2,140.7,48.5,31.4
1.0,725.7,1,19.5,56.1,8.3
36.3,387.7,2,240.7,68.6,84.9
27.0,1326.9,2,266.1,69.4,71.6
41.9,1569.7,1,299.1,96.7,99.5
41.2,704.4,1,260.3,70.7,99.5
42.2,1191.5,1,320.7,43.8,92.4
24.5,1523.1,2,261.9,43.0,63.7
17.0,932.7,2,327.6,55.6,55.3
39.7,1880.3,2,67.6,37.0,52.7
22.8,1699.7,1,175.0,47.0,58.0
9.6,151.6,1,347.9,86.6,68.2
42.8,1370.3,3,238.6,88.1,65.0
44.2,525.4,1,307.5,68.4,99.5
23.6,1231.0,3,10.6,64.5,16.7
4.2,2105.6,2,305.1,51.3,43.4
19.7,1935.1,1,244.2,69.1,73.4
40.3,895.9,2,59.8,83.5,63.5
45.1,648.4,3,9.0,77.7,39.3
10.6,523.3,2,91.0,18.0,17.6
3.8,1176.2,3,320.5,77.1,31.5
43.9,260.2,1,233.8,76.2,99.5
19.8,1212.9,2,321.8,23.4,51.3
27.3,12.9,2,156.2,27.8,49.6
48.4,719.2,3,327.8,82.0,65.4
3.8,491.7,2,162.0,62.5,35.7
32.6,2137.0,2,71.5,84.8,61.0
4.2,1602.7,1,53.0,30.7,6.4
19.1,775.7,1,347.8,17.6,57.5
40.3,213.3,1,116.9,28.8,69.3
22.0,1141.8,1,56.0,53.5,33.4
49.9,477.5,1,2.9,59.5,58.9
28.2,1184.8,1,99.9,87.9,69.1
16.4,1839.4,3,311.2,75.9,40.7
11.4,1358.6,2,186.9,99.2,54.7
17.9,1398.0,2,221.4,21.7,47.6
18.9,1194.9,3,322.8,26.1,34.8
3.9,2040.7,1,179.5,22.2,35.9
18.8,2050.9,2,293.4,60.8,57.0
23.5,1132.9,2,113.3,37.7,33.1
36.3,679.6,1,342.0,73.1,99.5
33.0,1016.5,2,27.6,26.3,33.6
35.6,418.6,1,253.7,23.8,82.9
0.9,1403.6,1,231.2,54.1,49.2
11.3,1105.2,1,67.1,47.0,17.4
33.3,236.2,3,136.1,85.5,48.7
24.5,442.8,2,109.5,86.2,54.4
0.8,1060.4,2,33.1,25.0,3.9
40.3,1953.8,2,204.7,84.0,97.3
38.8,1250.4,1,347.8,63.0,99.5
27.6,1502.6,2,195.9,57.8,64.9
3.8,752.5,2,190.8,23.1,32.5
38.4,1261.4,1,14.1,77.9,64.0
29.4,989.8,2,48.7,20.1,32.3
39.2,1453.5,1,179.6,38.6,86.1
37.7,120.8,1,344.8,23.1,89.0
40.2,1090.3,2,306.8,60.1,90.4
26.1,658.2,2,119.1,69.8,54.8
7.4,724.3,2,190.1,90.7,53.5
33.7,2114.4,2,193.4,77.4,82.7
31.2,410.1,1,239.9,96.7,99.5
37.2,691.6,2,240.7,79.7,92.8
8.9,1126.7,2,276.4,40.3,41.8
10.2,1900.0,2,8.7,61.5,10.7
44.6,922.5,3,330.3,53.9,57.0
37.6,1639.1,3,24.5,63.1,32.7
45.5,1885.5,2,166.7,63.6,79.2
38.1,688.9,2,321.9,74.7,91.2
30.1,870.1,2,170.7,22.1,53.9
32.9,790.9,2,22.3,78.5,46.2
44.5,1834.0,1,80.2,27.2,59.6
29.2,107.1,2,202.5,17.2,58.7
31.8,685.4,3,30.8,59.1,25.2
8.2,1497.9,2,148.3,64.4,37.3
24.0,1248.3,2,115.2,18.0,37.7
36.0,965.5,1,285.3,58.8,97.7
13.9,1192.5,1,38.5,60.4,21.4
10.5,442.7,1,239.0,19.5,49.5
16.0,953.3,1,142.3,75.5,53.6
12.5,1108.7,2,205.7,32.9,40.8
11.1,1983.6,1,71.9,82.5,35.4
21.5,581.2,2,213.4,41.4,56.9
45.4,1910.5,2,235.9,55.6,86.8
25.6,1420.9,1,24.6,90.8,47.2
9.8,54.5,1,288.5,83.5,66.7
4.3,1596.9,3,301.4,81.5,34.7
35.0,87.9,1,22.2,28.6,41.9
19.4,2194.3,1,211.1,19.1,56.2
41.2,1921.1,2,207.9,66.5,89.0
33.1,661.2,3,4.4,49.9,24.3
39.9,573.7,2,119.8,92.3,80.3
14.0,845.4,1,339.1,44.7,54.8
34.8,790.0,1,194.4,49.9,86.1
13.6,825.4,3,326.6,59.7,33.7
47.0,707.0,2,236.5,82.7,97.1
32.0,1370.3,2,9.9,37.8,27.7
16.6,369.7,1,27.2,95.1,35.1
13.8,1862.7,1,252.8,60.9,60.1
10.0,1789.2,1,194.1,86.5,62.1
34.9,1053.5,2,44.5,59.7,44.2
11.3,1877.5,1,214.9,80.6,66.2
30.0,551.2,3,283.6,19.4,41.9
13.6,48.5,1,263.5,82.9,70.6
33.3,1366.1,2,86.2,59.5,51.4
40.8,1012.8,1,90.4,53.2,69.6
39.0,1252.1,2,338.7,24.5,77.7
38.2,1979.6,1,310.6,78.0,99.5
9.8,2134.1,2,111.4,26.1,19.1
4.9,1399.5,2,288.4,31.3,38.4
35.1,1683.3,1,56.6,25.7,46.3
18.7,193.5,2,68.9,15.6,19.6
21.9,362.0,2,63.4,71.3,37.5
2.0,1615.7,3,30.7,38.0,2.9
13.3,954.7,3,299.1,27.7,28.6
2.2,986.7,3,202.6,42.2,26.4
44.0,685.9,1,90.6,57.4,72.1
12.5,1340.1,1,297.0,57.8,59.1
28.1,415.5,3,280.9,46.2,42.8
2.4,1382.9,2,35.3,57.1,11.0
33.5,390.6,1,225.4,51.3,85.8
16.5,149.8,2,252.6,84.9,62.7
44.9,733.5,1,250.5,17.5,92.4
44.5,516.2,2,253.1,88.8,99.5
16.6,1956.9,2,59.3,35.7,14.9
45.1,130.3,2,110.3,76.4,74.8
49.8,396.8,1,295.5,49.4,95.6
41.4,1211.7,2,314.4,40.0,81.0
42.3,1063.5,2,97.7,67.3,70.1
12.8,110.4,2,8.1,80.4,22.6
29.0,25.9,1,300.9,53.2,80.0
3.8,2173.9,2,132.0,54.7,28.0
5.2,1452.8,2,115.3,20.0,19.0
49.9,810.2,2,121.4,93.5,78.2
16.7,1040.2,2,145.5,87.0,53.7
37.5,593.7,2,132.4,48.8,62.9
40.4,765.3,1,198.3,80.0,99.5
43.0,1431.4,2,27.6,41.6,45.1
49.9,1943.4,2,340.0,77.1,97.8
12.5,413.2,1,327.8,58.9,59.6
2.5,1850.4,2,327.0,54.2,43.0
20.9,276.2,1,307.7,19.8,61.0
6.9,480.8,1,231.1,97.1,69.6
1.6,91.4,3,77.4,86.2,3.3
18.3,318.4,3,17.3,82.4,18.9
39.3,2018.9,2,34.8,40.9,46.9
28.5,1016.2,2,113.4,39.6,42.4
16.0,180.1,3,176.4,63.7,32.7
32.9,2111.8,3,347.6,86.9,57.6
12.0,1935.0,2,152.4,94.4,45.1
1.2,1662.8,2,183.6,37.9,30.8
38.3,2054.3,2,243.3,66.6,89.1
31.4,492.1,1,63.3,76.5,59.1
38.2,1841.6,2,326.5,34.2,77.1
2.4,1521.1,2,185.2,49.6,37.0
41.9,1914.8,2,96.7,30.9,57.4
31.2,1755.2,3,327.3,74.4,53.0
28.4,768.8,1,218.9,88.4,90.6
31.4,1705.9,2,169.3,89.6,79.7
43.3,584.8,1,203.1,72.0,99.5
29.6,729.6,1,261.9,44.5,79.0
29.3,246.3,3,54.1,71.2,26.6
49.5,2057.8,2,302.7,88.5,99.5
38.0,647.3,2,335.8,68.2,88.4
22.4,1150.2,1,198.4,50.1,65.2
35.5,867.0,2,238.8,93.2,89.9
19.8,2112.2,2,300.9,86.0,70.7
11.8,743.8,1,131.2,90.0,52.3
30.0,1715.0,1,347.5,91.8,98.4
46.4,1883.4,1,238.2,48.5,99.1
46.5,964.0,2,148.4,88.1,85.4
17.4,838.2,3,237.1,63.5,37.9
26.6,1647.6,2,182.6,18.2,51.7
11.0,2009.2,3,39.1,69.0,12.1
49.8,1663.3,2,278.6,55.0,89.1
49.1,507.4,3,197.5,38.4,49.1
32.7,1955.4,2,278.5,97.5,85.8
40.3,858.8,2,54.2,19.7,46.4
35.9,1271.9,2,188.4,95.4,88.7
29.9,1830.8,2,268.3,28.5,64.0
3.1,422.6,1,345.9,47.0,49.6
23.0,1728.1,1,309.5,50.5,66.9
33.9,1315.6,3,302.5,77.1,51.3
34.0,1966.4,1,86.6,33.3,51.3
19.0,386.6,3,293.3,98.8,47.1
47.1,931.3,2,59.2,78.7,62.0
8.8,1833.9,1,69.3,82.1,32.7
25.3,52.1,2,38.5,24.0,25.1
34.7,255.7,2,300.2,55.5,79.1
35.0,2179.3,1,37.9,95.4,67.2
32.6,624.1,2,48.3,38.0,36.7
14.1,2146.4,2,86.1,27.4,18.0
8.2,409.7,1,200.4,56.3,52.1
32.0,800.8,1,308.1,94.1,99.5
30.2,1658.8,1,146.4,56.4,66.0
9.4,1450.5,1,191.2,49.4,46.6
35.4,1282.7,1,58.3,70.3,60.7
23.0,1170.5,2,93.1,94.6,50.3
33.6,1857.1,1,46.9,19.2,41.7
41.9,524.5,3,143.5,28.0,43.9
8.9,979.0,1,206.6,26.3,46.2
1.4,350.4,2,99.4,22.3,15.3
39.1,1315.1,2,296.1,40.7,82.1
30.7,558.7,3,343.4,34.5,41.6
35.1,741.1,2,42.1,61.6,46.4
42.0,1042.0,1,6.3,42.8,52.2
40.2,68.6,3,276.4,49.4,55.4
48.1,211.3,1,66.7,95.1,83.5
27.0,1512.2,1,123.6,28.2,44.6
24.7,949.4,2,138.0,48.0,46.7
20.4,1903.9,2,320.8,36.9,53.4
8.1,1531.3,1,230.6,61.7,55.6
28.8,27.7,2,14.2,77.6,39.1
14.2,1360.6,2,5.2,84.4,24.4
46.1,215.3,3,69.8,58.8,36.0
29.4,1720.2,1,111.4,87.7,72.7
29.8,2181.4,1,169.6,81.7,86.5
18.1,1173.3,2,293.2,28.3,48.6
3.1,1505.3,1,110.2,35.9,18.0
2.1,529.7,2,131.8,72.1,32.0
21.5,968.3,2,115.3,97.9,50.7
4.7,1884.8,2,3.1,47.0,3.5
30.5,376.7,2,334.3,34.5,67.3
44.1,591.5,3,48.6,88.9,48.0
44.2,985.5,2,100.7,32.0,55.3
33.1,1569.8,3,45.3,74.3,31.1
11.0,833.2,1,171.7,17.9,35.7
43.2,2041.7,2,326.3,16.6,80.7
44.4,216.9,2,35.2,53.4,51.9
10.2,822.1,2,154.3,70.8,41.5
37.0,1562.6,2,7.8,27.1,36.6
14.7,504.9,2,269.8,79.9,63.8
40.2,1447.5,3,224.4,25.9,53.1
49.9,369.6,2,244.9,60.4,90.3
2.0,132.6,2,165.3,41.2,30.2
44.9,275.0,1,317.7,78.9,99.5
31.3,2046.7,1,143.3,83.3,78.3
48.7,1218.3,3,179.9,20.6,47.9
23.5,1754.0,2,243.4,31.4,56.4
42.4,738.5,2,182.2,90.9,93.8
3.6,1307.9,1,66.3,50.3,13.2
17.1,1093.9,1,111.0,55.5,39.4
3.8,2081.2,1,32.3,29.3,2.2
48.8,1647.2,2,151.4,99.6,85.2
40.9,1609.9,1,213.3,93.5,99.5
42.7,111.5,1,41.5,15.2,52.8
46.9,1213.8,2,220.7,61.8,93.3
4.7,1032.7,2,312.5,89.1,58.4
19.6,2042.0,1,118.2,51.6,41.7
4.0,573.6,2,77.7,52.1,16.1
10.9,600.9,3,312.6,47.2,28.3
11.9,910.8,2,242.2,17.5,44.5
23.7,543.0,3,36.9,82.2,25.3
13.8,292.9,3,142.8,53.8,23.9
5.5,1887.7,1,235.9,60.1,52.8
8.8,1232.6,1,201.0,36.7,44.5
